areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02
Hamilton Heights,Manhattan,neighborhood,1295000.000,1297000.000,1272500.000,1295000.000,1250000.000,1272500.000,1295000.000,1297500.000,1250000.000,1272500.000,1250000.000,1295000.000,1250000.000,1230000.000,1310000.000,1475000.000,1595000.000,1550000.000,1329500.000,1329500.000,1349000.000,1422500.000,1395000.000,1422500.000,1450000.000,1450000.000,1475000.000,1350000.000,1372500.000,1372500.000,1300000.000,1300000.000,1324500.000,1300000.000,1324500.000,1349000.000,1475000.000,1500000.000,1732500.000,1790000.000,1707500.000,1790000.000,1612500.000,1850000.000,1820000.000,1695000.000,1600000.000,1550000.000,1600000.000,1540000.000,1847500.000,1999750.000,1700000.000,1995000.000,1950000.000,1950000.000,2247500.000,2299999.000,2247500.000,2345000.000,2345000.000,2700000.000,2725000.000,2750000.000,2725000.000,2500000.000,2244500.000,2450000.000,2587500.000,2450000.000,2270000.000,2325000.000,2300000.000,2300000.000,2300000.000,2100000.000,2300000.000,2350000.000,2535000.000,2550000.000,2700000.000,2422500.000,2290000.000,2290000.000,2675000.000,2650000.000,2700000.000,2700000.000,3000000.000,2875000.000,3247500.000,3135000.000,2875000.000,2912500.000,2875000.000,2550000.000,2750000.000,2550000.000,2572500.000,2550000.000,2550000.000,2550000.000,2635000.000,2572500.000,2550000.000,2595000.000,2437000.000,2499000.000,2547500.000,2499500.000,2437000.000,2524500.000,2687500.000,2750000.000,2725000.000,2925000.000,2900000.000,2900000.000,2700000.000,2700000.000,2849500.000,2895000.000,2700000.000,2747500.000,2872500.000,2895000.000,2795000.000,2495000.000,2950000.000,2895000.000,2795000.000,2795000.000,2725000.000,2725000.000,2750000.000,2795000.000,2795000.000,2999888.000,3172500.000,3074944.000,2847000.000,2999444.000,2999888.000,3225000.000,3350000.000,3275000.000,2999888.000,2999999.000,3050000.000,2974944.000,2750000.000,2250000.000,2250000.000,2250000.000,2250000.000,2250000.000,2275000.000,2225000.000,2150000.000,2300000.000,2225000.000,2300000.000,2300000.000,2274500.000,2300000.000,2599000.000,2600000.000,2695000.000,2647500.000,2800000.000
Highbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillcrest,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958000.000,996944.000,965000.000,999000.000,1087000.000,983000.000,983000.000,1008000.000,988000.000,978000.000,993500.000,1100000.000,1165000.000,1050000.000,978444.000,1111500.000,1138500.000,1138500.000,1065000.000,1065000.000,959000.000,933500.000,1017000.000,1096500.000,875000.000,959000.000,969000.000,980000.000,980000.000,1048000.000,1093000.000,949000.000,902500.000,973500.000,973500.000,923000.000,896000.000,897000.000,899000.000,929000.000,978444.000,998000.000,974000.000,1044000.000,1044000.000,1088000.000,1188000.000,999999.000,1088000.000,999999.000,1238500.000,988800.000,925000.000,912000.000,958000.000,993000.000,,1124500.000,,1248000.000,1150000.000,1200000.000,1224000.000,954000.000,954000.000,,,,,,,,,1004000.000,1004000.000,,972500.000,,,,,,1358944.000
Hollis,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414000.000,439500.000,384000.000,389000.000,,,,,,,,,,,547000.000,569000.000,569000.000,589000.000,594000.000,599500.000,599000.000,599000.000,599000.000,594950.000,614999.000,589500.000,609999.000,644500.000,649999.000,649999.000,649999.000,649999.000,635000.000,629999.000,614999.000,639500.000,650000.000,649999.000,650000.000,697777.000,664500.000,619843.000,559999.000,604921.000,557500.000,565000.000,559450.000,,,,,689000.000,675000.000,689000.000,,,,,,924500.000,899999.000,849000.000,824500.000,799500.000,,,,,,789000.000,864500.000,829000.000,799000.000,814000.000,899000.000,890000.000,894500.000,,699500.000,759500.000,745000.000,699888.000,799000.000,843500.000,829000.000,,,,,,,,,,
Howard Beach,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000.000,639500.000,724500.000,724500.000,689500.000,689500.000,837000.000,875000.000,769000.000,,699995.000,734000.000,744500.000,749000.000,749000.000,749500.000,848000.000,809000.000,779000.000,764500.000,795000.000,809000.000,889000.000,1099000.000,864000.000,789000.000,832000.000,845000.000,862500.000,875000.000,899000.000,819999.000,834500.000,799000.000,813944.000,799000.000,849999.000,844000.000,869000.000,839000.000,809000.000,799000.000,864500.000,824500.000,824500.000,799000.000,799000.000,799000.000,789000.000,794000.000,799000.000,812000.000,825000.000,780000.000,827000.000,,,,999000.000,962000.000,929500.000,953500.000,948500.000,954000.000,979000.000,939000.000,919500.000,887000.000,889000.000,899000.000,1135000.000,949000.000,1012000.000,949000.000,,,,874000.000,923500.000,919000.000,935000.000,959000.000,935000.000,925000.000,895000.000,949000.000,904000.000,977000.000,876000.000,979000.000,900000.000,900000.000
Hunts Point,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inwood,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson Heights,Queens,neighborhood,699000.000,664000.000,629000.000,599000.000,599000.000,609999.000,604500.000,609999.000,609999.000,609999.000,609999.000,609999.000,594500.000,594500.000,579000.000,594500.000,609999.000,609999.000,609999.000,579000.000,572000.000,549888.000,574444.000,575000.000,579000.000,577000.000,577000.000,,,,577000.000,,,,,,,,,,,,,649500.000,649500.000,,,,,,,,,,,848500.000,848500.000,848500.000,,,,833500.000,762999.000,,,,,,750000.000,834444.000,998888.000,,,,950000.000,799000.000,879000.000,879000.000,875000.000,955000.000,1149000.000,1050000.000,1050000.000,1094000.000,1024000.000,964000.000,1058500.000,1058500.000,949000.000,945000.000,979000.000,1163944.000,1220000.000,1199500.000,1199500.000,1085000.000,925000.000,932000.000,939000.000,899000.000,855000.000,929900.000,988000.000,1059000.000,1131275.000,1100000.000,1131275.000,1079500.000,1054500.000,1100000.000,1165000.000,977000.000,1014000.000,1012000.000,939500.000,899000.000,950000.000,945000.000,919000.000,967500.000,950000.000,992000.000,1080000.000,1080000.000,1084500.000,1084500.000,1150000.000,1047035.000,1174000.000,1149000.000,1173500.000,1048000.000,1119000.000,1094500.000,1149000.000,1200000.000,1099500.000,1099500.000,1099000.000,1099500.000,1099000.000,1099000.000,1023500.000,1068000.000,1083000.000,968945.000,968000.000,962400.000,969000.000,949888.000,973000.000,962500.000,959000.000,1047500.000,995000.000,894500.000,900000.000,900000.000,1162500.000,1249000.000,1329500.000,1359000.000,1299000.000,1178000.000,1176500.000,1238500.000,1249000.000,1139000.000,1149000.000,1189000.000
Jamaica,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409000.000,,,,,,455000.000,579000.000,579000.000,579000.000,460000.000,460000.000,450000.000,450000.000,455000.000,475000.000,475000.000,449500.000,450000.000,475000.000,484000.000,479000.000,464500.000,479000.000,599498.000,599995.000,629000.000,599000.000,589000.000,579000.000,594000.000,599000.000,614500.000,739000.000,748000.000,599999.000,599999.000,599800.000,599999.000,627000.000,654000.000,704500.000,739999.000,739999.000,732500.000,739999.000,725000.000,739999.000,792500.000,792500.000,799999.000,799999.000,799999.000,749000.000,669500.000,650000.000,609000.000,649000.000,737000.000,744000.000,700000.000,675000.000,672500.000,672500.000,650000.000,694500.000,675000.000,654500.000,699000.000,725000.000,732000.000,725000.000,739000.000,889000.000,882000.000,830000.000,775000.000,760000.000,650000.000,650000.000,669500.000,669500.000,674500.000,674500.000,650000.000,709444.000,699000.000,669000.000,699500.000,700000.000,699000.000,690000.000,699999.000,754000.000,719500.000,885500.000,863000.000,817450.000,700000.000,694000.000,694000.000,755000.000,921500.000,960000.000,949999.000,934950.000,899000.000,949999.000,949999.000
Jamaica Estates,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300000.000,1275000.000,1275000.000,1249500.000,1239000.000,1194000.000,1244500.000,1213500.000,1213500.000,1173500.000,1150000.000,1249000.000,1249000.000,1290000.000,1290000.000,1298500.000,1258000.000,1258000.000,1258000.000,1218500.000,1350000.000,1350000.000,1354500.000,1386350.000,1400000.000,1399500.000,1399000.000,1387000.000,1375000.000,1412000.000,1399000.000,1499500.000,1499900.000,1268000.000,1289000.000,1389500.000,1299000.000,1329000.000,1395000.000,1299000.000,1299000.000,1299000.000,1299999.000,1399950.000,1374999.000,1457500.000,1540000.000,1487000.000,1299999.000,1337499.000,1299999.000,1299999.000,1297500.000,1297500.000,1350000.000,1372500.000,1397000.000,1494000.000,1499000.000,1288000.000,1339000.000,1390000.000,1437500.000,1398000.000,1289500.000,1290000.000,1598000.000,1668000.000,1290000.000,1550000.000,1749999.000,1749999.000,1764000.000,1814000.000,1850000.000,1533000.000,1380000.000,1499000.000,1634000.000,1731500.000,,1544000.000,1564000.000,1564000.000,1743500.000,1840000.000,1980000.000,1789500.000,1789500.000,1840000.000,1840000.000,1980000.000,1840000.000
Jamaica Hills,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838500.000,939000.000,879000.000,884500.000,884500.000,809000.000,804000.000,789500.000,777500.000,,,,839500.000,807400.000,819500.000,854000.000,869000.000,895000.000,924939.000,924939.000,949990.000,1169500.000,1149500.000,1239000.000,1239000.000,1094500.000,1094500.000,914000.000,949000.000,939000.000,875000.000,847500.000,799000.000,797000.000,799000.000,799000.000,800000.000,810000.000,847500.000,870000.000,870000.000,870000.000,868000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kensington,Brooklyn,neighborhood,,,,,,674500.000,650000.000,674500.000,650000.000,650000.000,699000.000,619000.000,,,,,,,,,,,,,,,,,,,899000.000,975000.000,,,,,,,,,849500.000,,,,,,927500.000,999000.000,1049000.000,974500.000,950000.000,979000.000,,979000.000,850000.000,,,,,,,,,1074500.000,924000.000,874500.000,,,,1324500.000,1337000.000,1299000.000,1337000.000,1375000.000,1289500.000,1322000.000,1299000.000,1322500.000,1470000.000,1345000.000,1200000.000,1228000.000,1256000.000,1256000.000,1277500.000,1434000.000,1312000.000,1444500.000,1472500.000,1450000.000,1399000.000,1384000.000,1399000.000,1387000.000,1349000.000,1362500.000,1375000.000,1410000.000,1475000.000,1437500.000,1475000.000,1550000.000,1575000.000,1622000.000,1595000.000,1442500.000,1425000.000,1435000.000,1522500.000,1623999.000,1598997.000,1624000.000,1572500.000,1572500.000,1487000.000,1299000.000,1342000.000,1342000.000,1342000.000,1392000.000,1300000.000,1536999.000,1437000.000,1399000.000,1385000.000,1399000.000,1474500.000,1450000.000,1500000.000,1500000.000,1549500.000,1575000.000,1585000.000,1590000.000,1595000.000,1595000.000,1572500.000,1549500.000,1549000.000,1570000.000,1599999.000,1594000.000,1599999.000,1588000.000,1549000.000,1450000.000,1549000.000,1549000.000,1499000.000,1499000.000,1475000.000,1500000.000,1500000.000,1495000.000,1499000.000,1499000.000,1459000.000,1522500.000,1597500.000,,1650000.000,1600000.000,1674500.000,1699000.000,1699000.000,1724500.000,1599000.000,1599000.000,1720000.000,1720000.000
Kew Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255000.000,1255000.000,1299000.000,,,,1312000.000,1399000.000,,,,,,1359500.000,1350000.000,1249500.000,1199000.000,1149500.000,1350000.000,1350000.000,,,1324500.000,1274500.000,1399000.000,1274500.000,1299000.000,1361500.000,1361500.000,1512000.000,,,1625000.000,1499999.000,1499500.000,1390000.000,1390000.000,1395000.000,1395000.000,1395000.000,1390000.000,1317500.000,1149500.000,1124500.000,1024500.000,1200000.000,1150000.000,1025000.000,959000.000,1087500.000,992000.000,992000.000,929000.000,1025000.000,899000.000,899000.000,962000.000,1025000.000,1062500.000,1224500.000,1150000.000,1224500.000,998000.000,998000.000,1074000.000,1150000.000,1312000.000,1385000.000,1399000.000,1399000.000,1399000.000,1399000.000,1350000.000,1399000.000,1443500.000,1443500.000,1591500.000,,,,1399000.000,,1300000.000,,,,,,,,1189995.000,,999990.000,1139495.000,,,,,,,,,
Kew Gardens Hills,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073000.000,968500.000,879000.000,843000.000,888000.000,893500.000,899444.000,975000.000,1099000.000,937000.000,869000.000,895000.000,917500.000,917500.000,962500.000,989444.000,979500.000,979500.000,930000.000,930000.000,907000.000,879000.000,898000.000,865000.000,837000.000,868000.000,898888.000,888944.000,898944.000,898888.000,899000.000,899000.000,879000.000,883500.000,893500.000,897000.000,895000.000,887000.000,879000.000,859000.000,859000.000,870000.000,899000.000,928000.000,928000.000,854000.000,849000.000,884000.000,879000.000,879000.000,880000.000,899000.000,900000.000,935000.000,950000.000,950000.000,949500.000,968000.000,978000.000,999000.000,999000.000,1025000.000,1025000.000,999999.000,1050000.000,999999.000,1050000.000,999000.000,1048000.000,1048000.000,1048000.000,1023500.000,998500.000,899500.000,949000.000,915000.000,914000.000,939500.000,949443.000,948888.000,949999.000,950000.000,898000.000,949999.000,949999.000
Kingsbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739500.000,,,,,,,,,,,,790000.000,,,,,,,,,,,,,,,,,,,,,,,859000.000,860000.000,859500.000,,,,,,,,,,,,,,,,,,,885000.000,882500.000,,,,,,,,,,,,,,,,,,
Laconia,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461500.000,461500.000,485000.000,,,,,,,,,,,487500.000,475000.000,472500.000,500000.000,516999.000,521000.000,,,604000.000,699000.000,729000.000,665000.000,665000.000,577500.000,509000.000,,,509500.000,519000.000,523944.000,523944.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949450.000,,,999950.000
Laurelton,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427000.000,415000.000,432500.000,432000.000,,,459000.000,459000.000,457000.000,,462250.000,,,,,472750.000,475000.000,472750.000,527000.000,519000.000,519000.000,489500.000,489000.000,480000.000,464500.000,484500.000,484500.000,515000.000,520000.000,525000.000,525000.000,537000.000,525000.000,543500.000,579500.000,599000.000,579999.000,579999.000,579500.000,574999.000,579999.000,579500.000,584500.000,579500.000,575000.000,595000.000,574000.000,589000.000,589000.000,619000.000,649000.000,634500.000,639000.000,649000.000,639000.000,599999.000,614500.000,599999.000,599999.000,599000.000,599000.000,599000.000,599999.000,599500.000,599999.000,599444.000,599000.000,599500.000,689000.000,,,,669000.000,649000.000,649000.000,649000.000,692000.000,704000.000,737500.000,699999.000,750000.000,699000.000,689000.000,749000.000,699000.000,677000.000,684000.000,684000.000,684444.000,679000.000,674500.000,669500.000,669000.000,677000.000,669000.000,699000.000,699000.000,737000.000,789000.000,789000.000,880000.000,880000.000
Little Italy,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Neck,Queens,neighborhood,,,,799000.000,799000.000,793500.000,799000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088000.000,,915000.000,,,,,,,,,,1088800.000,,,1193444.000,1193444.000,1088000.000,1023444.000,,,,,,,,1338000.000,,,,1299000.000,1344500.000,1299000.000,1344500.000,1299000.000,1390000.000,943000.000,958000.000,978500.000,974500.000,999000.000,950000.000,950000.000,968000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island City,Queens,neighborhood,,,,,,,1225000.000,1350000.000,1350000.000,1200000.000,1200000.000,1200000.000,1200000.000,1275000.000,1275000.000,1275000.000,1200000.000,1200000.000,1200000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850000.000,1299500.000,2500000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.000,1914000.000,,,2000000.000,1826500.000,,,,,,,,,,,,,,,,1700000.000,,,,,,,,,,,,,1552500.000,1512500.000,1300000.000,1450000.000,1737500.000,1787500.000,1787500.000,,,2000000.000,1450000.000,,,,,,,,,,,,,,,,,,,,,,1649500.000,1699500.000,1699000.000,1649500.000
Longwood,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower East Side,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manhattan,Manhattan,borough,4500000.000,4500000.000,4500000.000,4450000.000,4497500.000,4500000.000,4395000.000,4495000.000,4450000.000,4495000.000,4650000.000,4722500.000,4750000.000,4750000.000,4500000.000,4450000.000,4495000.000,4495000.000,4560000.000,4500000.000,4887500.000,4800000.000,4950000.000,4995000.000,4997000.000,5000000.000,4925000.000,4995000.000,5000000.000,4997500.000,4850000.000,4775000.000,4995000.000,4750000.000,4850000.000,4722500.000,4847500.000,5000000.000,5350000.000,5500000.000,6150000.000,6995000.000,6995000.000,6995000.000,6995000.000,6962500.000,6995000.000,6995000.000,6995000.000,7250000.000,7097500.000,6900000.000,6995000.000,7250000.000,7340000.000,7575000.000,7750000.000,7892500.000,8250000.000,8175000.000,7997500.000,8225000.000,8200000.000,8550000.000,8250000.000,8992500.000,8990000.000,8500000.000,8500000.000,8450000.000,7995000.000,8500000.000,7995000.000,7995000.000,7995000.000,7987500.000,7980000.000,7995000.000,7925000.000,7972500.000,7995000.000,7995000.000,7995000.000,8155000.000,8127500.000,8300000.000,8350000.000,8250000.000,8450000.000,8612500.000,8950000.000,8950000.000,8950000.000,8650000.000,8500000.000,8500000.000,8495000.000,8250000.000,8450000.000,8275000.000,7950000.000,7825000.000,7600000.000,7750000.000,7500000.000,7500000.000,7750000.000,7500000.000,7995000.000,7950000.000,7500000.000,7775000.000,7500000.000,7450000.000,7375000.000,7200000.000,6995000.000,6972500.000,7000000.000,7000000.000,7200000.000,7050000.000,7100000.000,7000000.000,6995000.000,6875000.000,6672500.000,6547500.000,6672500.000,6595000.000,6672500.000,6875000.000,6800000.000,6950000.000,6995000.000,7150000.000,7400000.000,6995000.000,6995000.000,6995000.000,6750000.000,6750000.000,6550000.000,6900000.000,7000000.000,6997500.000,6600000.000,6550000.000,6500000.000,6495000.000,6500000.000,6550000.000,6995000.000,7500000.000,7950000.000,7825000.000,7750000.000,6950000.000,6995000.000,6995000.000,6995000.000,6995000.000,6995000.000,6995000.000,6995000.000,7000000.000,7250000.000,7250000.000,7250000.000,7197500.000
Manhattan Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994500.000,994500.000,,1098000.000,,,,,1910500.000,2026000.000,,,1761000.000,1872000.000,1761000.000,1635000.000,1635000.000,1650000.000,1635000.000,,,,,,1620000.000,1620000.000,1620000.000,1599000.000,1575000.000,1562000.000,1514000.000,1549000.000,1549000.000,1514000.000,1479000.000,1514500.000,1600000.000,1600000.000,1650000.000,1650000.000,1600000.000,1650000.000,1650000.000,1550000.000,1699000.000,2500000.000,2499500.000,2590000.000,2499500.000,1665000.000,1680000.000,1599000.000,1789000.000,2050000.000,1789000.000,1744000.000,1674500.000,1869000.000,1699000.000,2196500.000,2050000.000,2172500.000,2150000.000,2172500.000,2075000.000,1850000.000,1999999.000,1999999.000,1809000.000,1749000.000,1687000.000,1685000.000,1749000.000,1850000.000,1667500.000,1550000.000,2012500.000,2349500.000,2237500.000,2300000.000,2300000.000,1972500.000,1872500.000,1872500.000,1549000.000,1722000.000,1995000.000,1895000.000,1995000.000,1895000.000,1972500.000,1972500.000,1922500.000,2050000.000,1900000.000,1700000.000,1699500.000,1700000.000,1850000.000,1850000.000,1975000.000,1850000.000,1775000.000,1900000.000,2175000.000,2100000.000,2100000.000,1795000.000,1699000.000,1699999.000,1795000.000,1747000.000,1699000.000,1595000.000,1699000.000,1695000.000,1900000.000,1750000.000,1700000.000,1700000.000,1595000.000,1725000.000,1725000.000,1737500.000,1762500.000,1936500.000,1899999.000,1775000.000,1895000.000,1897500.000
Marble Hill,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marine Park,Brooklyn,neighborhood,,,,,,,515000.000,520000.000,479000.000,524000.000,524000.000,524500.000,524500.000,517000.000,509000.000,504000.000,499000.000,499000.000,499000.000,514000.000,514000.000,499450.000,514450.000,529000.000,577000.000,565000.000,565000.000,552000.000,549250.000,549500.000,549250.000,539000.000,539000.000,539000.000,564000.000,539000.000,529000.000,,,499000.000,469000.000,498000.000,508000.000,498000.000,,,,,,,499000.000,,,,619000.000,599000.000,579000.000,575000.000,,,499000.000,499000.000,639000.000,629000.000,634000.000,599000.000,599000.000,609000.000,629000.000,692000.000,644000.000,639000.000,629000.000,649000.000,649000.000,649000.000,644000.000,649000.000,649000.000,678900.000,699000.000,694000.000,689000.000,699000.000,652000.000,644450.000,649000.000,689000.000,719000.000,699888.000,749000.000,717000.000,730000.000,730000.000,730000.000,710000.000,735000.000,722000.000,727000.000,743944.000,729000.000,743500.000,758888.000,758888.000,763944.000,749000.000,749000.000,759000.000,799500.000,775000.000,749500.000,749000.000,749500.000,759500.000,749000.000,735000.000,732450.000,732450.000,749000.000,749000.000,759000.000,759000.000,749900.000,749900.000,757000.000,752500.000,752500.000,750000.000,750000.000,754500.000,778000.000,792000.000,799000.000,799000.000,784500.000,799000.000,859000.000,829000.000,829000.000,849000.000,829000.000,844000.000,829000.000,835000.000,817000.000,838000.000,838000.000,838000.000,838999.000,836500.000,828000.000,789000.000,826500.000,799000.000,779000.000,789000.000,783500.000,799000.000,825000.000,799000.000,826500.000,799000.000,799000.000,799000.000,799000.000,839000.000,869999.000,888000.000,897000.000,869000.000
Maspeth,Queens,neighborhood,,,,,,,,625000.000,625000.000,630000.000,630000.000,630000.000,,,,599500.000,598500.000,628000.000,630000.000,715000.000,,,,,,,494450.000,499000.000,494950.000,479450.000,529450.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749000.000,,749000.000,749000.000,749000.000,749000.000,749000.000,749000.000,749000.000,771000.000,821750.000,,762000.000,765000.000,799000.000,782000.000,759000.000,759000.000,759500.000,759000.000,849949.000,849949.000,869975.000,848000.000,848975.000,839000.000,875000.000,950000.000,900000.000,979000.000,998400.000,998000.000,859000.000,849000.000,899000.000,892000.000,890000.000,898500.000,898888.000,963900.000,949000.000,953500.000,963500.000,963500.000,958000.000,949000.000,928000.000,899000.000,938500.000,938500.000,899500.000,902500.000,899000.000,899500.000,969500.000,1064000.000,999000.000,969000.000,999000.000,950000.000,949500.000,899000.000,849000.000,849000.000,849000.000,922500.000,938000.000,949000.000,938000.000,929000.000,920000.000,920000.000,920000.000,930000.000,938000.000,975000.000,939500.000,1050000.000,1124500.000,1100000.000,1150000.000,1100000.000,1135000.000,1070000.000,1135000.000,1135000.000,1078500.000,1029000.000,1000000.000,1025000.000,977000.000,899999.000,899900.000,899999.000,899999.000,899500.000,958000.000,930000.000,929000.000,870450.000,877000.000,870000.000,975000.000,989500.000,999999.000,1049000.000,1024500.000,1049500.000,999999.000,1099000.000
